,time,weathercode (wmo code),temperature_2m_mean (°C),rain_sum (mm),Province
28131,2020-01-12,63,22.920832,15.8,Kalimantan Utara
28132,2020-01-13,61,23.141668,12.199999,Kalimantan Utara
28133,2020-01-14,63,23.504166,17.7,Kalimantan Utara
28134,2020-01-15,53,24.154165,3.5,Kalimantan Utara
28135,2020-01-16,63,24.529165,15.400001,Kalimantan Utara
28136,2020-01-17,63,24.15,10.2,Kalimantan Utara
28137,2020-01-18,63,24.275002,10.399999,Kalimantan Utara
28138,2020-01-19,51,24.337502,2.5000002,Kalimantan Utara
28139,2020-01-20,51,24.799997,1.6,Kalimantan Utara
28140,2020-01-21,53,24.516668,3.1,Kalimantan Utara
28141,2020-01-22,53,24.095833,3.3,Kalimantan Utara
28142,2020-01-23,3,24.195833,0.0,Kalimantan Utara
28143,2020-01-24,2,24.008331,0.0,Kalimantan Utara
28144,2020-01-25,61,24.920835,1.4,Kalimantan Utara
28145,2020-01-26,61,24.750002,7.2999997,Kalimantan Utara
28146,2020-01-27,61,24.629166,4.2,Kalimantan Utara
28147,2020-01-28,61,24.575003,4.8,Kalimantan Utara
28148,2020-01-29,53,24.216667,2.5,Kalimantan Utara
28149,2020-01-30,55,24.199999,4.7,Kalimantan Utara
28150,2020-01-31,61,23.679167,3.8,Kalimantan Utara
28151,2020-02-01,53,23.345833,5.2999997,Kalimantan Utara
28152,2020-02-02,3,24.679169,0.0,Kalimantan Utara
28153,2020-02-03,55,24.5375,3.8,Kalimantan Utara
28154,2020-02-04,55,23.862501,7.1,Kalimantan Utara
28155,2020-02-05,53,24.120834,6.5,Kalimantan Utara
28156,2020-02-06,53,24.587502,4.4999995,Kalimantan Utara
28157,2020-02-07,51,25.249998,1.5,Kalimantan Utara
28158,2020-02-08,63,25.108335,8.8,Kalimantan Utara
28159,2020-02-09,61,23.408333,8.0,Kalimantan Utara
28160,2020-02-10,53,23.35,4.1,Kalimantan Utara
28161,2020-02-11,53,23.670832,1.5,Kalimantan Utara
28162,2020-02-12,51,24.291666,1.4000001,Kalimantan Utara
28163,2020-02-13,53,24.46667,4.1,Kalimantan Utara
28164,2020-02-14,53,24.187498,4.8,Kalimantan Utara
28165,2020-02-15,61,23.345835,17.2,Kalimantan Utara
28166,2020-02-16,63,23.691666,13.900001,Kalimantan Utara
28167,2020-02-17,53,25.345835,1.3,Kalimantan Utara
28168,2020-02-18,53,24.491667,2.4,Kalimantan Utara
28169,2020-02-19,63,23.575003,19.299997,Kalimantan Utara
28170,2020-02-20,51,24.0625,1.8,Kalimantan Utara
28171,2020-02-21,51,24.025002,1.5000001,Kalimantan Utara
28172,2020-02-22,3,24.670835,0.0,Kalimantan Utara
28173,2020-02-23,3,25.216667,0.0,Kalimantan Utara
28174,2020-02-24,51,25.445831,1.0,Kalimantan Utara
28175,2020-02-25,51,24.870834,1.7000002,Kalimantan Utara
28176,2020-02-26,53,24.587503,4.7,Kalimantan Utara
28177,2020-02-27,55,24.412498,4.4,Kalimantan Utara
28178,2020-02-28,51,25.354166,1.5000001,Kalimantan Utara
28179,2020-02-29,53,25.158333,3.3000004,Kalimantan Utara
28180,2020-03-01,51,25.058334,2.3,Kalimantan Utara
28181,2020-03-02,53,24.858335,3.0,Kalimantan Utara
28182,2020-03-03,63,23.974998,12.4,Kalimantan Utara
28183,2020-03-04,61,23.366667,11.4,Kalimantan Utara
28184,2020-03-05,61,24.495836,9.299999,Kalimantan Utara
28185,2020-03-06,63,25.237501,10.5,Kalimantan Utara
28186,2020-03-07,63,24.4,15.300001,Kalimantan Utara
28187,2020-03-08,65,24.395836,35.3,Kalimantan Utara
28188,2020-03-09,65,24.324999,26.8,Kalimantan Utara
28189,2020-03-10,63,23.099998,15.6,Kalimantan Utara
28190,2020-03-11,61,24.52083,5.9,Kalimantan Utara
28191,2020-03-12,53,24.795832,3.3999999,Kalimantan Utara
28192,2020-03-13,53,24.583334,3.2000003,Kalimantan Utara
28193,2020-03-14,51,25.149996,1.0,Kalimantan Utara
28194,2020-03-15,51,25.179167,1.7000002,Kalimantan Utara
28195,2020-03-16,51,25.0875,1.5999999,Kalimantan Utara
28196,2020-03-17,51,24.737497,0.7,Kalimantan Utara
28197,2020-03-18,51,24.645834,1.8000001,Kalimantan Utara
28198,2020-03-19,51,24.454165,2.0,Kalimantan Utara
28199,2020-03-20,61,24.108335,3.8999996,Kalimantan Utara
28200,2020-03-21,55,24.433334,6.7,Kalimantan Utara
28201,2020-03-22,51,24.895836,0.8000001,Kalimantan Utara
28202,2020-03-23,55,24.829168,3.9,Kalimantan Utara
28203,2020-03-24,63,23.9,11.7,Kalimantan Utara
28204,2020-03-25,53,24.475004,2.2999997,Kalimantan Utara
28205,2020-03-26,63,24.641665,15.3,Kalimantan Utara
28206,2020-03-27,61,24.737501,7.3000007,Kalimantan Utara
28207,2020-03-28,61,24.754166,3.7000003,Kalimantan Utara
28208,2020-03-29,63,24.416664,9.0,Kalimantan Utara
28209,2020-03-30,63,24.133333,11.6,Kalimantan Utara
28210,2020-03-31,63,23.670832,17.200003,Kalimantan Utara
28211,2020-04-01,61,24.26667,4.8999996,Kalimantan Utara
28212,2020-04-02,61,23.845833,5.8,Kalimantan Utara
28213,2020-04-03,53,24.633331,3.3000002,Kalimantan Utara
28214,2020-04-04,55,24.679167,4.3999996,Kalimantan Utara
28215,2020-04-05,53,24.97917,1.9,Kalimantan Utara
28216,2020-04-06,53,24.691666,3.1000001,Kalimantan Utara
28217,2020-04-07,55,24.316666,5.2999997,Kalimantan Utara
28218,2020-04-08,61,23.520836,7.6,Kalimantan Utara
28219,2020-04-09,63,23.97917,5.1,Kalimantan Utara
28220,2020-04-10,55,24.149996,2.5,Kalimantan Utara
28221,2020-04-11,51,25.025,1.6000001,Kalimantan Utara
28222,2020-04-12,61,24.924995,5.7,Kalimantan Utara
28223,2020-04-13,65,23.675001,97.59998,Kalimantan Utara
28224,2020-04-14,53,24.529167,1.8000001,Kalimantan Utara
28225,2020-04-15,51,25.291666,0.70000005,Kalimantan Utara
28226,2020-04-16,51,25.304167,0.5,Kalimantan Utara
28227,2020-04-17,51,25.17083,2.6000004,Kalimantan Utara
28228,2020-04-18,61,24.499998,6.5,Kalimantan Utara
28229,2020-04-19,53,24.624998,1.7,Kalimantan Utara
28230,2020-04-20,3,25.3125,0.0,Kalimantan Utara
28231,2020-04-21,53,25.204168,2.3999999,Kalimantan Utara
28232,2020-04-22,61,24.920835,6.1,Kalimantan Utara
28233,2020-04-23,63,24.27083,17.6,Kalimantan Utara
28234,2020-04-24,61,24.762499,6.9,Kalimantan Utara
28235,2020-04-25,61,24.866667,5.7999997,Kalimantan Utara
28236,2020-04-26,61,24.079168,4.8,Kalimantan Utara
28237,2020-04-27,53,24.70833,1.5,Kalimantan Utara
28238,2020-04-28,63,24.766668,15.299999,Kalimantan Utara
28239,2020-04-29,61,24.537498,9.1,Kalimantan Utara
28240,2020-04-30,51,24.995836,0.2,Kalimantan Utara
28241,2020-05-01,51,25.358335,0.4,Kalimantan Utara
28242,2020-05-02,61,25.783335,7.3,Kalimantan Utara
28243,2020-05-03,63,24.912498,15.1,Kalimantan Utara
28244,2020-05-04,63,24.9,16.9,Kalimantan Utara
28245,2020-05-05,63,24.445831,27.000002,Kalimantan Utara
28246,2020-05-06,63,25.129168,14.699998,Kalimantan Utara
28247,2020-05-07,61,25.554169,3.6000001,Kalimantan Utara
28248,2020-05-08,53,26.012499,3.8000002,Kalimantan Utara
28249,2020-05-09,61,25.195833,6.5,Kalimantan Utara
28250,2020-05-10,53,25.420835,4.4,Kalimantan Utara
28251,2020-05-11,61,25.687498,5.2999997,Kalimantan Utara
28252,2020-05-12,63,23.995834,28.800001,Kalimantan Utara
28253,2020-05-13,61,24.879168,6.4,Kalimantan Utara
28254,2020-05-14,55,25.370829,7.5000005,Kalimantan Utara
28255,2020-05-15,61,24.866669,5.7,Kalimantan Utara
28256,2020-05-16,55,24.991669,3.5,Kalimantan Utara
28257,2020-05-17,51,25.379171,1.7,Kalimantan Utara
28258,2020-05-18,51,25.629164,0.5,Kalimantan Utara
28259,2020-05-19,61,24.987501,9.899999,Kalimantan Utara
28260,2020-05-20,51,24.758337,0.2,Kalimantan Utara
28261,2020-05-21,51,25.216667,0.2,Kalimantan Utara
28262,2020-05-22,63,24.358332,7.2,Kalimantan Utara
28263,2020-05-23,61,25.508333,5.3999996,Kalimantan Utara
28264,2020-05-24,63,24.879168,15.800001,Kalimantan Utara
28265,2020-05-25,51,24.654161,0.1,Kalimantan Utara
28266,2020-05-26,51,25.829165,0.8,Kalimantan Utara
28267,2020-05-27,61,25.591667,7.3000007,Kalimantan Utara
28268,2020-05-28,55,25.074999,2.9,Kalimantan Utara
28269,2020-05-29,63,24.008333,5.7999997,Kalimantan Utara
28270,2020-05-30,51,24.124998,1.4000001,Kalimantan Utara
28271,2020-05-31,51,24.724998,1.3000001,Kalimantan Utara
28272,2020-06-01,65,24.262503,13.0,Kalimantan Utara
28273,2020-06-02,63,24.212502,17.900002,Kalimantan Utara
28274,2020-06-03,55,24.487497,3.6000001,Kalimantan Utara
28275,2020-06-04,51,24.908333,1.0,Kalimantan Utara
28276,2020-06-05,53,24.858332,1.5,Kalimantan Utara
28277,2020-06-06,61,24.491667,6.1000004,Kalimantan Utara
28278,2020-06-07,63,23.541666,17.0,Kalimantan Utara
28279,2020-06-08,63,23.724998,9.1,Kalimantan Utara
28280,2020-06-09,63,23.562498,11.6,Kalimantan Utara
28281,2020-06-10,53,23.404165,2.7,Kalimantan Utara
28282,2020-06-11,63,24.095833,14.5,Kalimantan Utara
28283,2020-06-12,61,24.054167,5.2,Kalimantan Utara
28284,2020-06-13,63,23.75,11.500001,Kalimantan Utara
28285,2020-06-14,51,24.091667,1.1,Kalimantan Utara
28286,2020-06-15,63,23.929169,10.5,Kalimantan Utara
28287,2020-06-16,53,24.454168,4.9,Kalimantan Utara
28288,2020-06-17,51,25.225,1.5999999,Kalimantan Utara
28289,2020-06-18,61,24.60833,3.3,Kalimantan Utara
28290,2020-06-19,61,24.120834,6.2000003,Kalimantan Utara
28291,2020-06-20,51,24.224998,1.3000001,Kalimantan Utara
28292,2020-06-21,61,24.029165,5.6,Kalimantan Utara
28293,2020-06-22,61,23.800001,5.6,Kalimantan Utara
28294,2020-06-23,61,23.9,5.799999,Kalimantan Utara
28295,2020-06-24,61,24.070831,6.0,Kalimantan Utara
28296,2020-06-25,63,23.72083,5.8999996,Kalimantan Utara
28297,2020-06-26,63,23.512499,12.0,Kalimantan Utara
28298,2020-06-27,61,22.841667,17.2,Kalimantan Utara
28299,2020-06-28,61,23.491667,8.5,Kalimantan Utara
28300,2020-06-29,61,23.058332,7.8999996,Kalimantan Utara
28301,2020-06-30,55,23.770834,3.0000002,Kalimantan Utara
28302,2020-07-01,61,24.504166,3.8,Kalimantan Utara
28303,2020-07-02,53,24.6625,3.1000001,Kalimantan Utara
28304,2020-07-03,61,23.912498,3.3,Kalimantan Utara
28305,2020-07-04,61,23.550001,11.2,Kalimantan Utara
28306,2020-07-05,55,23.291666,8.5,Kalimantan Utara
28307,2020-07-06,53,23.908333,3.5000002,Kalimantan Utara
28308,2020-07-07,63,22.804169,10.900002,Kalimantan Utara
28309,2020-07-08,55,24.104166,2.0,Kalimantan Utara
28310,2020-07-09,63,23.616669,6.9,Kalimantan Utara
28311,2020-07-10,61,23.125,11.8,Kalimantan Utara
28312,2020-07-11,61,23.300001,12.299999,Kalimantan Utara
28313,2020-07-12,61,23.379168,6.9999995,Kalimantan Utara
28314,2020-07-13,61,23.887497,9.400001,Kalimantan Utara
28315,2020-07-14,55,23.5625,5.5,Kalimantan Utara
28316,2020-07-15,61,23.762499,4.5,Kalimantan Utara
28317,2020-07-16,53,22.945831,3.9000003,Kalimantan Utara
28318,2020-07-17,53,24.608335,1.0,Kalimantan Utara
28319,2020-07-18,51,24.416672,1.9000001,Kalimantan Utara
28320,2020-07-19,51,24.966665,0.3,Kalimantan Utara
28321,2020-07-20,53,24.099998,2.0,Kalimantan Utara
28322,2020-07-21,55,24.220835,4.7000003,Kalimantan Utara
28323,2020-07-22,53,24.091665,3.9000003,Kalimantan Utara
28324,2020-07-23,61,23.349998,7.0999994,Kalimantan Utara
28325,2020-07-24,61,23.02083,13.1,Kalimantan Utara
28326,2020-07-25,63,23.391665,11.700001,Kalimantan Utara
28327,2020-07-26,55,24.316666,6.4000006,Kalimantan Utara
28328,2020-07-27,63,24.28333,9.5,Kalimantan Utara
28329,2020-07-28,53,23.841667,3.3000002,Kalimantan Utara
28330,2020-07-29,63,23.900002,17.2,Kalimantan Utara
28331,2020-07-30,63,23.583334,29.500002,Kalimantan Utara
28332,2020-07-31,63,23.695831,13.200001,Kalimantan Utara
28333,2020-08-01,3,24.333334,0.0,Kalimantan Utara
28334,2020-08-02,63,24.129166,4.2,Kalimantan Utara
28335,2020-08-03,53,24.837502,0.7,Kalimantan Utara
28336,2020-08-04,63,23.966665,17.2,Kalimantan Utara
28337,2020-08-05,63,24.074999,19.8,Kalimantan Utara
28338,2020-08-06,55,25.391665,6.6,Kalimantan Utara
28339,2020-08-07,63,24.962503,5.2,Kalimantan Utara
28340,2020-08-08,63,24.75,13.9,Kalimantan Utara
28341,2020-08-09,61,23.754166,9.400001,Kalimantan Utara
28342,2020-08-10,61,24.549997,3.9,Kalimantan Utara
28343,2020-08-11,63,23.816666,15.899999,Kalimantan Utara
28344,2020-08-12,63,23.829168,9.3,Kalimantan Utara
28345,2020-08-13,61,23.916666,7.1,Kalimantan Utara
28346,2020-08-14,63,24.408333,10.100001,Kalimantan Utara
28347,2020-08-15,63,24.1625,7.7,Kalimantan Utara
28348,2020-08-16,63,23.987501,22.5,Kalimantan Utara
28349,2020-08-17,63,23.995834,17.5,Kalimantan Utara
28350,2020-08-18,61,23.791672,7.7000003,Kalimantan Utara
28351,2020-08-19,63,23.541666,16.900002,Kalimantan Utara
28352,2020-08-20,63,23.512499,17.6,Kalimantan Utara
28353,2020-08-21,53,24.854164,1.2,Kalimantan Utara
28354,2020-08-22,61,24.537504,4.8,Kalimantan Utara
28355,2020-08-23,63,24.199999,7.0,Kalimantan Utara
28356,2020-08-24,53,24.429169,2.6000001,Kalimantan Utara
28357,2020-08-25,51,24.833334,0.5,Kalimantan Utara
28358,2020-08-26,51,24.941668,1.1,Kalimantan Utara
28359,2020-08-27,55,24.833334,3.3999999,Kalimantan Utara
28360,2020-08-28,63,24.191666,9.999999,Kalimantan Utara
28361,2020-08-29,61,24.766665,4.2000003,Kalimantan Utara
28362,2020-08-30,53,24.4625,4.3,Kalimantan Utara
28363,2020-08-31,61,24.745834,5.2000003,Kalimantan Utara
28364,2020-09-01,53,23.883333,2.2,Kalimantan Utara
28365,2020-09-02,53,24.254168,2.3000002,Kalimantan Utara
28366,2020-09-03,61,23.450003,11.3,Kalimantan Utara
28367,2020-09-04,53,23.5625,4.8,Kalimantan Utara
28368,2020-09-05,53,24.22083,2.8,Kalimantan Utara
28369,2020-09-06,63,24.416666,16.5,Kalimantan Utara
28370,2020-09-07,61,24.237497,9.099999,Kalimantan Utara
28371,2020-09-08,63,23.379166,17.1,Kalimantan Utara
28372,2020-09-09,61,24.137497,3.0,Kalimantan Utara
28373,2020-09-10,61,24.654167,6.8,Kalimantan Utara
28374,2020-09-11,63,23.933334,7.799999,Kalimantan Utara
28375,2020-09-12,63,23.920835,8.999999,Kalimantan Utara
28376,2020-09-13,63,24.179169,18.4,Kalimantan Utara
28377,2020-09-14,63,24.370834,39.899998,Kalimantan Utara
28378,2020-09-15,55,24.149996,1.9000001,Kalimantan Utara
28379,2020-09-16,63,24.33333,18.7,Kalimantan Utara
28380,2020-09-17,53,23.025002,2.6,Kalimantan Utara
28381,2020-09-18,61,23.404167,3.3,Kalimantan Utara
28382,2020-09-19,61,23.670832,4.6,Kalimantan Utara
28383,2020-09-20,51,24.75,0.8,Kalimantan Utara
28384,2020-09-21,53,24.979166,2.6999998,Kalimantan Utara
28385,2020-09-22,63,24.620832,8.499999,Kalimantan Utara
28386,2020-09-23,61,24.14583,13.3,Kalimantan Utara
28387,2020-09-24,53,24.125,2.9,Kalimantan Utara
28388,2020-09-25,63,24.516668,14.2,Kalimantan Utara
28389,2020-09-26,63,24.262505,17.700003,Kalimantan Utara
28390,2020-09-27,61,23.750002,10.700002,Kalimantan Utara
28391,2020-09-28,61,23.02083,8.7,Kalimantan Utara
28392,2020-09-29,63,23.574999,6.2,Kalimantan Utara
28393,2020-09-30,63,24.212502,18.8,Kalimantan Utara
28394,2020-10-01,61,24.854164,12.0,Kalimantan Utara
28395,2020-10-02,63,24.245832,16.400002,Kalimantan Utara
28396,2020-10-03,63,24.241667,26.9,Kalimantan Utara
28397,2020-10-04,63,23.925001,15.400001,Kalimantan Utara
28398,2020-10-05,53,23.549997,1.5,Kalimantan Utara
28399,2020-10-06,53,24.379168,1.8000001,Kalimantan Utara
28400,2020-10-07,61,23.4625,7.7,Kalimantan Utara
28401,2020-10-08,63,23.6625,21.199997,Kalimantan Utara
28402,2020-10-09,61,24.116667,11.200001,Kalimantan Utara
28403,2020-10-10,63,23.991663,18.000002,Kalimantan Utara
28404,2020-10-11,63,24.545835,11.5,Kalimantan Utara
28405,2020-10-12,63,23.766668,14.300001,Kalimantan Utara
28406,2020-10-13,61,23.72917,6.5000005,Kalimantan Utara
28407,2020-10-14,63,24.083334,17.599998,Kalimantan Utara
28408,2020-10-15,61,23.454168,6.0999994,Kalimantan Utara
28409,2020-10-16,61,23.008337,10.400002,Kalimantan Utara
28410,2020-10-17,55,23.491667,3.5,Kalimantan Utara
28411,2020-10-18,63,23.625002,8.200001,Kalimantan Utara
28412,2020-10-19,63,23.816664,11.1,Kalimantan Utara
28413,2020-10-20,63,24.362501,9.5,Kalimantan Utara
28414,2020-10-21,51,25.441668,0.4,Kalimantan Utara
28415,2020-10-22,63,25.245832,21.0,Kalimantan Utara
28416,2020-10-23,63,24.03333,12.800001,Kalimantan Utara
28417,2020-10-24,63,23.500002,9.499999,Kalimantan Utara
28418,2020-10-25,65,24.249994,20.1,Kalimantan Utara
28419,2020-10-26,51,24.012499,2.5,Kalimantan Utara
28420,2020-10-27,53,23.491663,2.6,Kalimantan Utara
28421,2020-10-28,61,23.7125,5.9999995,Kalimantan Utara
28422,2020-10-29,61,22.679163,14.900001,Kalimantan Utara
28423,2020-10-30,53,23.987497,1.8000001,Kalimantan Utara
28424,2020-10-31,63,23.991667,10.600001,Kalimantan Utara
28425,2020-11-01,63,23.754168,24.500004,Kalimantan Utara
28426,2020-11-02,61,23.579163,10.7,Kalimantan Utara
28427,2020-11-03,63,23.700005,31.9,Kalimantan Utara
28428,2020-11-04,63,23.933332,23.800003,Kalimantan Utara
28429,2020-11-05,63,24.366667,18.2,Kalimantan Utara
28430,2020-11-06,63,23.8125,11.6,Kalimantan Utara
28431,2020-11-07,63,23.966667,14.3,Kalimantan Utara
28432,2020-11-08,61,24.383331,12.5,Kalimantan Utara
28433,2020-11-09,63,24.72917,16.5,Kalimantan Utara
28434,2020-11-10,63,25.404165,3.4,Kalimantan Utara
28435,2020-11-11,63,24.137499,16.8,Kalimantan Utara
28436,2020-11-12,55,24.579168,4.7,Kalimantan Utara
28437,2020-11-13,55,24.691668,5.3,Kalimantan Utara
28438,2020-11-14,53,25.141668,1.9000001,Kalimantan Utara
28439,2020-11-15,53,24.495832,3.3,Kalimantan Utara
28440,2020-11-16,51,24.187498,2.7,Kalimantan Utara
28441,2020-11-17,61,23.729166,5.4999995,Kalimantan Utara
28442,2020-11-18,55,23.6625,7.9,Kalimantan Utara
28443,2020-11-19,61,23.608332,10.4,Kalimantan Utara
28444,2020-11-20,55,24.212502,3.1000001,Kalimantan Utara
28445,2020-11-21,55,24.708334,3.3999999,Kalimantan Utara
28446,2020-11-22,61,24.149996,8.299999,Kalimantan Utara
28447,2020-11-23,61,24.004166,4.0,Kalimantan Utara
28448,2020-11-24,61,23.512499,6.1999993,Kalimantan Utara
28449,2020-11-25,63,23.191668,7.7000003,Kalimantan Utara
28450,2020-11-26,63,23.46667,9.5,Kalimantan Utara
28451,2020-11-27,61,23.899996,5.6000004,Kalimantan Utara
28452,2020-11-28,63,24.550001,14.900001,Kalimantan Utara
28453,2020-11-29,63,24.166666,18.900002,Kalimantan Utara
28454,2020-11-30,63,23.162504,13.2,Kalimantan Utara
28455,2020-12-01,63,23.795835,16.0,Kalimantan Utara
28456,2020-12-02,63,23.375002,17.3,Kalimantan Utara
28457,2020-12-03,63,24.4,22.5,Kalimantan Utara
28458,2020-12-04,63,23.362501,24.800001,Kalimantan Utara
28459,2020-12-05,63,24.7875,25.5,Kalimantan Utara
28460,2020-12-06,63,23.279167,23.3,Kalimantan Utara
28461,2020-12-07,63,24.270834,33.699997,Kalimantan Utara
28462,2020-12-08,61,24.045832,11.999999,Kalimantan Utara
28463,2020-12-09,61,24.137499,12.999999,Kalimantan Utara
28464,2020-12-10,61,23.670832,7.4,Kalimantan Utara
28465,2020-12-11,53,24.037498,5.700001,Kalimantan Utara
28466,2020-12-12,51,23.82917,1.4000001,Kalimantan Utara
28467,2020-12-13,61,24.254168,4.0,Kalimantan Utara
28468,2020-12-14,63,23.525,10.2,Kalimantan Utara
28469,2020-12-15,61,23.77917,8.7,Kalimantan Utara
28470,2020-12-16,61,24.129168,12.5,Kalimantan Utara
28471,2020-12-17,61,24.204168,3.3999999,Kalimantan Utara
28472,2020-12-18,53,23.775002,2.9000003,Kalimantan Utara
28473,2020-12-19,61,23.991669,4.6000004,Kalimantan Utara
28474,2020-12-20,63,24.404167,8.5,Kalimantan Utara
28475,2020-12-21,61,23.84167,13.299999,Kalimantan Utara
28476,2020-12-22,63,23.591667,20.4,Kalimantan Utara
28477,2020-12-23,63,23.266665,18.6,Kalimantan Utara
28478,2020-12-24,63,24.083334,16.5,Kalimantan Utara
28479,2020-12-25,63,23.741667,19.499998,Kalimantan Utara
28480,2020-12-26,55,23.324999,4.7999997,Kalimantan Utara
28481,2020-12-27,63,23.795832,8.999999,Kalimantan Utara
28482,2020-12-28,53,23.71667,2.8,Kalimantan Utara
28483,2020-12-29,61,24.420835,13.399999,Kalimantan Utara
28484,2020-12-30,63,22.737501,28.700003,Kalimantan Utara
28485,2020-12-31,61,23.266665,4.5,Kalimantan Utara
28486,2021-01-01,63,23.2875,21.300003,Kalimantan Utara
28487,2021-01-02,61,23.320831,9.7,Kalimantan Utara
28488,2021-01-03,63,23.883331,10.6,Kalimantan Utara
28489,2021-01-04,61,23.383331,9.5,Kalimantan Utara
28490,2021-01-05,61,23.5625,10.9,Kalimantan Utara
28491,2021-01-06,61,22.429167,9.700001,Kalimantan Utara
28492,2021-01-07,63,23.208334,12.8,Kalimantan Utara
28493,2021-01-08,61,23.8125,15.999998,Kalimantan Utara
28494,2021-01-09,61,24.291666,9.5,Kalimantan Utara
28495,2021-01-10,61,24.212502,11.699999,Kalimantan Utara
28496,2021-01-11,63,23.891668,14.3,Kalimantan Utara
28497,2021-01-12,61,23.962502,8.0,Kalimantan Utara
28498,2021-01-13,63,24.216667,6.7000003,Kalimantan Utara
28499,2021-01-14,63,24.333336,16.200003,Kalimantan Utara
28500,2021-01-15,63,23.79167,8.0,Kalimantan Utara
28501,2021-01-16,61,24.266663,4.7000003,Kalimantan Utara
28502,2021-01-17,53,23.116669,3.4000003,Kalimantan Utara
28503,2021-01-18,53,24.020834,0.7,Kalimantan Utara
28504,2021-01-19,63,24.304167,9.900001,Kalimantan Utara
28505,2021-01-20,63,24.412498,34.4,Kalimantan Utara
28506,2021-01-21,61,23.766668,17.399998,Kalimantan Utara
28507,2021-01-22,61,23.362501,6.7,Kalimantan Utara
28508,2021-01-23,63,23.5,12.7,Kalimantan Utara
28509,2021-01-24,63,23.35,19.3,Kalimantan Utara
28510,2021-01-25,53,23.65833,3.5000002,Kalimantan Utara
28511,2021-01-26,53,24.025,2.4,Kalimantan Utara
28512,2021-01-27,51,24.304167,0.6,Kalimantan Utara
28513,2021-01-28,61,23.612501,7.8999996,Kalimantan Utara
28514,2021-01-29,51,24.233332,0.6,Kalimantan Utara
28515,2021-01-30,65,23.5625,37.3,Kalimantan Utara
28516,2021-01-31,65,23.170835,54.999992,Kalimantan Utara
28517,2021-02-01,61,23.808332,7.9,Kalimantan Utara
28518,2021-02-02,53,23.016668,6.3,Kalimantan Utara
28519,2021-02-03,61,23.800003,7.6,Kalimantan Utara
28520,2021-02-04,53,23.708336,6.9,Kalimantan Utara
28521,2021-02-05,55,24.008333,4.1,Kalimantan Utara
28522,2021-02-06,61,23.625,7.2,Kalimantan Utara
28523,2021-02-07,61,24.008337,3.6000001,Kalimantan Utara
28524,2021-02-08,63,23.645834,9.6,Kalimantan Utara
28525,2021-02-09,63,24.866667,14.799999,Kalimantan Utara
28526,2021-02-10,63,24.241663,31.000004,Kalimantan Utara
28527,2021-02-11,55,23.641668,5.299999,Kalimantan Utara
28528,2021-02-12,63,23.758333,13.600001,Kalimantan Utara
28529,2021-02-13,63,22.724998,19.9,Kalimantan Utara
28530,2021-02-14,63,22.8125,11.600002,Kalimantan Utara
28531,2021-02-15,55,23.45417,5.5,Kalimantan Utara
28532,2021-02-16,53,24.216667,3.5,Kalimantan Utara
28533,2021-02-17,61,23.375,11.799999,Kalimantan Utara
28534,2021-02-18,63,22.799997,15.400001,Kalimantan Utara
28535,2021-02-19,51,24.450005,0.6,Kalimantan Utara
28536,2021-02-20,51,24.329165,0.4,Kalimantan Utara
28537,2021-02-21,53,24.1875,3.3,Kalimantan Utara
28538,2021-02-22,51,24.9,0.4,Kalimantan Utara
28539,2021-02-23,61,24.554167,3.1000001,Kalimantan Utara
28540,2021-02-24,1,25.133333,0.0,Kalimantan Utara
28541,2021-02-25,61,24.637499,5.2000003,Kalimantan Utara
28542,2021-02-26,63,23.433332,12.1,Kalimantan Utara
28543,2021-02-27,61,24.266668,5.4000006,Kalimantan Utara
28544,2021-02-28,63,23.629166,11.2,Kalimantan Utara
28545,2021-03-01,63,24.345835,14.9,Kalimantan Utara
28546,2021-03-02,53,23.970833,3.3,Kalimantan Utara
28547,2021-03-03,61,24.34167,5.7,Kalimantan Utara
28548,2021-03-04,61,23.579163,4.7999997,Kalimantan Utara
28549,2021-03-05,55,22.841665,3.5,Kalimantan Utara
28550,2021-03-06,53,23.924997,2.7,Kalimantan Utara
28551,2021-03-07,53,24.020834,3.8999999,Kalimantan Utara
28552,2021-03-08,63,23.083334,7.8,Kalimantan Utara
28553,2021-03-09,51,23.525,0.7,Kalimantan Utara
28554,2021-03-10,51,24.300001,2.1,Kalimantan Utara
28555,2021-03-11,61,24.583338,6.2,Kalimantan Utara
28556,2021-03-12,63,24.258333,16.0,Kalimantan Utara
28557,2021-03-13,55,23.65417,10.399999,Kalimantan Utara
28558,2021-03-14,63,23.858332,7.3,Kalimantan Utara
28559,2021-03-15,63,24.179163,7.2,Kalimantan Utara
28560,2021-03-16,55,24.175001,7.0000005,Kalimantan Utara
28561,2021-03-17,61,24.820833,6.1,Kalimantan Utara
28562,2021-03-18,61,23.866667,8.3,Kalimantan Utara
28563,2021-03-19,61,24.400002,5.1,Kalimantan Utara
28564,2021-03-20,61,24.870832,3.7,Kalimantan Utara
28565,2021-03-21,63,24.400002,21.800001,Kalimantan Utara
28566,2021-03-22,63,23.870832,16.6,Kalimantan Utara
28567,2021-03-23,55,22.370832,12.199999,Kalimantan Utara
28568,2021-03-24,63,23.408335,9.8,Kalimantan Utara
28569,2021-03-25,63,23.724998,16.9,Kalimantan Utara
28570,2021-03-26,63,23.34167,18.1,Kalimantan Utara
28571,2021-03-27,51,23.404165,0.3,Kalimantan Utara
28572,2021-03-28,63,23.895834,17.8,Kalimantan Utara
